P2-K108,CONNECTION 9 OPEN NORMAL,,Y033
U5C32,STOP POS.19ÅÀ  RUNNING AGV CONDITION INDICATION,,
U5C49,AGV10 RUNNING ROUTE INDICATION,,
U5C86,AGV7 FAULT CODE INDICATION,,
U5C8C,AGV13 FAULT CODE INDICATION,,
U5CC8,STOP POS.9 BUFFER NUMBER SETTING,,
U5CD7,STOP POS.24 BUFFER NUMBER SETTING,,
U5CDB,STOP POS.28 BUFFER NUMBER SETTING,,
U5D1E,STOP POS.8 RUNNING AGV No. BIT DEVELOPMENT,,
U5D28,STOP POS.13 RUNNING AGV No. BIT DEVELOPMENT,,
U5D36,STOP POS.20 RUNNING AGV No. BIT DEVELOPMENT,,
U5D4C,STOP POS.31 RUNNING AGV No. BIT DEVELOPMENT,,
U5D54,STOP POS.3 RUNNING AGV FAULT DISTINCTION,,
U5D5E,STOP POS.8 RUNNING AGV FAULT DISTINCTION,,
U5E04,STOP POS.5 PRESENCE MEMORY AGV MODE CONDITION,,
U5E12,STOP POS.19 PRESENCE MEMORY AGV MODE CONDITION,,
U5E1C,STOP POS.29 PRESENCE MEMORY AGV MODE CONDITION,,
U5E4B,STOP POS.12 RUNNING  MEMORY AGV MODE CONDITION,,
U5E57,STOP POS.24 RUNNING  MEMORY AGV MODE CONDITION,,
U5F88,STOP POS.9 RUNNING AGV SECTION No.,,
U5F8B,STOP POS.12 RUNNING AGV SECTION No.,,
U5FD0,STOP POS.17 RUNNING AGV PROCESSNo.,,
GX1103,CHUTER 1 CHUTER FAULT,,
GX1113,CHUTER 1 AGV FAULT,,
GX111D,CHUTER 1 (SPARE),,
GX1139,CHUTER 2 (SPARE),,
GX113D,CHUTER 2 (SPARE),,
GX1146,CHUTER 2 REMAINDER DISPLAY4,,
GX1154,CHUTER 2 (SPARE),,
GX1167,CHUTER 3 (COMPLETED RESET),,
GX116B,CHUTER 3 (SPARE),,
GX1197,CHUTER 4 (COMPLETED RESET),,
GX11A7,CHUTER 4 REMAINDER DISPLAY8,,
GX11AF,CHUTER 4 (SPARE),,
GX11B2,CHUTER 4 AGV ATTEND WAITING POSITION,,
GX1602,AGV LEAVING OK,,GY1602
GX170A,,,GY170A
GX1801,STAR OK,,
GX1825,AGV LEAVING COMP,,
GX182B,AGV FAULT,,
GX1842,AGV ENTERING,,
GX1868,PROCESS NO INTERFERENCE,,
GX186C,AGV WARNING,,
GX18AB,AGV FAULT,,
GX1909,(FROM SM FINAL LINE),,
GX190B,(FROM SM FINAL LINE),,
GX1915,AGV PRESENCE (PRS),,
GX191B,(FROM SM FINAL LINE),,
GX1944,SP1-23 LEAVING REQUEST,,
GX1961,ST1-2 RUNNING,,
GX2068,STOP POS.1 CHARGER ARRIVAL,,
GX2081,STOP POS.2 AGV START,,
GX20D2,STOP POS.2 LEAVING NOTICE CONFIRM,,
GX20E0,STOP POS.2 START OKOK,,
GX2131,STOP POS.3 AGV DURING WARNING OUTBREAK,,
GX2150,STOP POS.3 ARRIVAL CONFIRM,,
GX21A0,STOP POS.4 AGV MASTER ON,,
GX21D5,STOP POS.4 CONDITION NOTICE CONFIRM,,
GX21E1,STOP POS.4 DESTINATION INSTRUCTIONS,,
GX2200,STOP POS.5 ENTER APPLICATION,,
GX226E,SP5 RUN REGULATION RELEASE(ENABLE START COMPULSION),,
GX22A2,STOP POS.6 AGV AUTORUNNING,,
GX22B0,STOP POS.6 AGV LOW BATTERY,,
GX2301,STOP POS.7 AGV START,,
GX2332,STOP POS.7 AGV FAULT DURING OUTBREAK,,
GX2340,STOP POS.7 CONNECTION  NORMAL,,
GX2350,STOP POS.7 ARRIVAL CONFIRM,,
GX2391,STOP POS.8 DESTINATION INSTRUCTIONS CONFIRM,,
GX23B1,STOP POS.8 AGV DURING WARNING OUTBREAK,,
GX23EF,STOP POS.8 PROCESS NO INTERFERENCE(COMPULSION STARTOK),,
GX2420,STOP POS.9 AGV MASTER ON,,
GX2461,STOP POS.9 DESTINATION INSTRUCTIONS,,
GX24D3,STOP POS.10 DESTINATION INSTRUCTIONS DEMAND CONFIRM,,
GX24E3,STOP POS.10 AGV RUNNING STOP COMMAND,,
GX24EF,STOP POS.10 PROCESS NO INTERFERENCE(COMPULSION STARTOK),,
GX2521,STOP POS.11 AGV MANUAL,,
GX2551,STOP POS.11 START CONFIRM,,
GX25B9,STOP POS.12 BODY PRESENCE,,
GX25E0,STOP POS.12 START OKOK,,
GX25EA,STOP POS.12 CHARGE PREPARATIONFS INSTRUCTION,,
GX2601,STOP POS.13 AGV START,,
GX2640,STOP POS.13 CONNECTION  NORMAL,,
GX2691,STOP POS.14 DESTINATION INSTRUCTIONS CONFIRM,,
GX26D1,STOP POS.14 START CONFIRM,,
GX2701,STOP POS.15 AGV START,,
GX2732,STOP POS.15 AGV FAULT DURING OUTBREAK,,
GX27C0,STOP POS.16 CONNECTION  NORMAL,,
GX27E1,STOP POS.16 DESTINATION INSTRUCTIONS,,
GX2803,STOP POS.17 DESTINATION INSTRUCTIONS DEMAND,,
GX286E,SP17 RUN REGULATION RELEASE(ENABLE START COMPULSION),,
GX2968,STOP POS.19 CHARGER ARRIVAL,,
GX29EF,STOP POS.20 PROCESS NO INTERFERENCE(COMPULSION STARTOK),,
GX2A83,STOP POS.22 DESTINATION INSTRUCTIONS DEMAND,,
GX2B31,STOP POS.23 AGV DURING WARNING OUTBREAK,,
GX2B68,STOP POS.23 CHARGER ARRIVAL,,
GX2B80,STOP POS.24 ENTER APPLICATION,,
GX2BEA,STOP POS.24 CHARGE PREPARATIONFS INSTRUCTION,,
GX2C0C,STOP POS.25 CHARGER CONTACT ON COMP.,,
GX2C31,STOP POS.25 AGV DURING WARNING OUTBREAK,,
GX2CA1,STOP POS.26 AGV MANUAL,,
GX2CB1,STOP POS.26 AGV DURING WARNING OUTBREAK,,
GX2CD4,STOP POS.26 START CONFIRM CONFIRM,,
GX2D22,STOP POS.27 AGV AUTORUNNING,,
GX2D50,STOP POS.27 ARRIVAL CONFIRM,,
GX2D63,STOP POS.27 AGV RUNNING STOP COMMAND,,
GX2D6F,STOP POS.27 PROCESS NO INTERFERENCE(COMPULSION STARTOK),,
GX2DB0,STOP POS.28 AGV LOW BATTERY,,
GX2DEF,STOP POS.28 PROCESS NO INTERFERENCE(COMPULSION STARTOK),,
GX2E39,STOP POS.29 BODY PRESENCE,,
GX2E53,STOP POS.29 DESTINATION INSTRUCTIONS DEMAND CONFIRM,,
GX2E68,STOP POS.29 CHARGER ARRIVAL,,
GX2EEA,STOP POS.30 CHARGE PREPARATIONFS INSTRUCTION,,
GX2F38,STOP POS.31 SLEG PRESENCE,,
GX2F6A,STOP POS.31 CHARGE PREPARATIONFS INSTRUCTION,,
GX2FE8,STOP POS.32 CHARGER ARRIVAL,,
GX2FEA,STOP POS.32 CHARGE PREPARATIONFS INSTRUCTION,,
GX3063,SP1-22 LEAVING REQUEST,,
GX306F,FROM MB-1ST:COMMUNICATION CONFIRM(1.0s CLOCK),,
GX31A6,AGV7 USE,,
GX31AC,AGV13 USE,,
GX31BA,AGV27 USE,,
GX3818,STOP POS.2ÅÀAGV RUNNING,,
GX3822,STOP POS.3 AGV AUTO RUNNING,,
GX3855,STOP POS.6 AGV STOP(MEMORY CHANGE CONDITION IN-PROCESS),,
GX38D8,STOP POS.14ÅÀAGV RUNNING,,
GX3952,STOP POS.22 AGV AUTO RUNNING,,
GX3978,STOP POS.24ÅÀAGV RUNNING,,
GX39B5,STOP POS.28 AGV STOP(MEMORY CHANGE CONDITION IN-PROCESS),,
GX39D8,STOP POS.30ÅÀAGV RUNNING,,
GX39E6,STOP POS.31 AGV MEMORY CHANGE CONDITION(AGV RUNNING IN-PROCESS),,
GX4000,AGV1 ARRIVAL,,
GX4026,AGV1 RUNNING(MEMORY CHANGE CONDITION IN-PROCESS),,
GX4055,AGV1 CONDITION NOTICE CONFIRM,,
GX40D3,AGV2 DESTINATION INSTRUCTIONS DEMAND CONFIRM,,
GX4107,AGV3 AGV RUNNING STOP ÅE WAIT NOTICE,,
GX4132,AGV3 FAULT DURING OUTBREAK,,
GX4140,AGV3 OPEN NORMAL,,
GX41A6,AGV4 RUNNING(MEMORY CHANGE CONDITION IN-PROCESS),,
GX41C0,AGV4 OPEN NORMAL,,
GX4258,AGV5 REMOTE START COM.,,
GX4285,AGV6 CONDITION NOTICE,,
GX42D9,AGV6 NOT START(PROTECTION AREA IN),,
GX4321,AGV7 AGV MANUAL,,
GX4355,AGV7 CONDITION NOTICE CONFIRM,,
GX4387,AGV8 AGV RUNNING STOP ÅE WAIT NOTICE,,
GX43A1,AGV8 AGV MANUAL,,
GX4406,AGV9 AGV RUNNING STOP ÅE CONDITION NOTICE,,
GX4433,AGV9 DURING WIRELESS WARNING OUTBREAK,,
GX4482,AGV10 LEAVING NOTICE,,
GX44D2,AGV10 LEAVING NOTICE CONFIRM,,
GX4500,AGV11 ARRIVAL,,
GX4602,AGV13 LEAVING NOTICE,,
GX4634,AGV13 LASER SCANNER STOP WARNING OUTBREAK,,
GX4653,AGV13 DESTINATION INSTRUCTIONS DEMAND CONFIRM,,
GX4686,AGV14 AGV RUNNING STOP ÅE CONDITION NOTICE,,
GX46AA,AGV14 STOP  ,,
GX4704,AGV15 START CONFIRM,,
GX4759,AGV15 NOT START(PROTECTION AREA IN),,
GX4780,AGV16 ARRIVAL,,
GX47A8,AGV16 RUNNING,,
GX47AE,AGV16 WIRELESS STOP AMONG OUTPUT,,
GX47D8,AGV16 REMOTE START COM.,,
GX4822,AGV17 AGV AUTORUNNING,,
GX4830,AGV17 LOW BATTERY,,
GX4851,AGV17 ENTERING NOTICE CONFIRM,,
GX4888,AGV18 REMOTE START OK,,
GX48B3,AGV18 DURING WIRELESS WARNING OUTBREAK,,
GX4925,AGV19 STOP(MEMORY CHANGE CONDITION IN-PROCESS),,
GX4950,AGV19 ENTER APPLICATION CONFIRM,,
GX4A27,AGV21 AUTORUNNING,,
GX4A54,AGV21 START CONFIRM CONFIRM,,
GX4A81,AGV22 ENTERING NOTICE,,
GX4AA5,AGV22 STOP(MEMORY CHANGE CONDITION IN-PROCESS),,
GX4AB3,AGV22 DURING WIRELESS WARNING OUTBREAK,,
GX4B01,AGV23 ENTERING NOTICE,,
GX4B26,AGV23 RUNNING(MEMORY CHANGE CONDITION IN-PROCESS),,
GX4B50,AGV23 ENTER APPLICATION CONFIRM,,
GX4B85,AGV24 CONDITION NOTICE,,
GX4BB2,AGV24 FAULT DURING OUTBREAK,,
GX4C05,AGV25 CONDITION NOTICE,,
GX4C21,AGV25 AGV MANUAL,,
GX4C55,AGV25 CONDITION NOTICE CONFIRM,,
GX4C87,AGV26 AGV RUNNING STOP ÅE WAIT NOTICE,,
GX4CAE,AGV26 WIRELESS STOP AMONG OUTPUT,,
GX4CD1,AGV26 ENTERING NOTICE CONFIRM,,
GX4D06,AGV27 AGV RUNNING STOP ÅE CONDITION NOTICE,,
GX4D21,AGV27 AGV MANUAL,,
GX4D33,AGV27 DURING WIRELESS WARNING OUTBREAK,,
GX4D54,AGV27 START CONFIRM CONFIRM,,
GX4DA0,AGV28 AGV RUNNING PREPARATIONS COMPLETED,,
GX4E08,AGV29 REMOTE START OK,,
GX4E0C,AGV29 CHARGER CONTACT ON COMP.,,
GX4E22,AGV29 AGV AUTORUNNING,,
GX4E86,AGV30 AGV RUNNING STOP ÅE CONDITION NOTICE,,
GX4EA5,AGV30 STOP(MEMORY CHANGE CONDITION IN-PROCESS),,
GX4ED4,AGV30 START CONFIRM CONFIRM,,
GX1100,CHUTER 1 AUTO RUNNING,,
GX1112,CHUTER 1 CHUTER FAULT,,
GX1138,CHUTER 2 (ARRIVAL INSPECTION POS.),,
GX113C,CHUTER 2 (SPARE),,
GX1147,CHUTER 2 REMAINDER DISPLAY8,,
GX114F,CHUTER 2 (SPARE),,
GX1157,CHUTER 2 (SPARE),,
GX115F,CHUTER 2 (SPARE),,
GX1168,CHUTER 3 (ARRIVAL INSPECTION POS.),,
GX116C,CHUTER 3 (SPARE),,
GX1196,CHUTER 4 (SPARE),,
GX119E,CHUTER 4 (SPARE),,
GX11A6,CHUTER 4 REMAINDER DISPLAY4,,
GX11AA,CHUTER 4 CHARGER FAULT,,
GX11B3,CHUTER 4 AGV START OK STOP POSITION ,,
GX11BD,CHUTER 4 (SPARE),,
GX144F,FAILURE AGV ARRIVAL(FITTING RDR),,
GX145F,FAILURE AGV ARRIVAL(FITTING BD),,
GX1520,AGV ARRIVAL CONFIRM (UNLOADING BD),,
GX160F,,,GY160F
GX170B,,,GY170B
GX1800,(TO SM FINAL LINE),,
GX1824,AGV LEAVING,,
GX182E,AGV IN CARRY WORK-2,,
GX1841,SP1-2 LEAVING OK,,
GX186B,AGV FAULT,,
GX18AC,AGV WARNING,,
GX190C,(FROM SM FINAL LINE),,
GX1914,CHARGE CONTACT CHECK,,
GX1945,SP1-24 LEAVING REQUEST,,
GX1962,ST1-21 RUNNING,,
GX198A,PROCESS AUTO RUNNING,,
GX19AF,ARRIVAL (PROXIMITY-2),,
GX20D3,STOP POS.2 DESTINATION INSTRUCTIONS DEMAND CONFIRM,,
GX20E3,STOP POS.2 RUNNING STOP COMMAND,,
GX20EF,STOP POS.2 PROCESS NO INTERFERENCE(COMPULSION STARTOK),,
GX2151,STOP POS.3 START CONFIRM,,
GX216F,STOP POS.3 PROCESS NO INTERFERENCE(COMPULSION STARTOK),,
GX21A1,STOP POS.4 AGV MANUAL,,
GX21D4,STOP POS.4 START CONFIRM CONFIRM,,
GX21EE,SP4 RUN REGULATION RELEASE(ENABLE START COMPULSION),,
GX2201,STOP POS.5 AGV START,,
GX22A1,STOP POS.6 AGV MANUAL,,
GX22B1,STOP POS.6 AGV DURING WARNING OUTBREAK,,
GX2300,STOP POS.7 ENTER APPLICATION,,
GX2351,STOP POS.7 START CONFIRM,,
GX23B0,STOP POS.8 AGV LOW BATTERY,,
GX2421,STOP POS.9 AGV MANUAL,,
GX2451,STOP POS.9 START CONFIRM,,
GX24A1,STOP POS.10 AGV MANUAL,,
GX24D0,STOP POS.10 ARRIVAL CONFIRM,,
GX2520,STOP POS.11 AGV MASTER ON,,
GX2538,STOP POS.11 SLEG PRESENCE,,
GX2552,STOP POS.11 LEAVING NOTICE CONFIRM,,
GX2561,STOP POS.11 DESTINATION INSTRUCTIONS,,
GX2591,STOP POS.12 DESTINATION INSTRUCTIONS CONFIRM,,
GX25B8,STOP POS.12 SLEG PRESENCE,,
GX25E1,STOP POS.12 DESTINATION INSTRUCTIONS,,
GX2639,STOP POS.13 BODY PRESENCE,,
GX26C0,STOP POS.14 CONNECTION  NORMAL,,
GX26D2,STOP POS.14 LEAVING NOTICE,,
GX2700,STOP POS.15 ENTER APPLICATION,,
GX27D5,STOP POS.16 CONDITION NOTICE CONFIRM,,
GX2800,STOP POS.17 ENTER APPLICATION,,
GX280C,STOP POS.17 CHARGER CONTACT ON COMP.,,
GX2832,STOP POS.17 AGV FAULT DURING OUTBREAK,,
GX286F,STOP POS.17 PROCESS NO INTERFERENCE(COMPULSION STARTOK),,
GX28C0,STOP POS.18 CONNECTION  NORMAL,,
GX28E8,STOP POS.18 CHARGER ARRIVAL,,
GX296F,STOP POS.19 PROCESS NO INTERFERENCE(COMPULSION STARTOK),,
GX29D3,STOP POS.20 DESTINATION INSTRUCTIONS DEMAND CONFIRM,,
GX2A0C,STOP POS.21 CHARGER CONTACT ON COMP.,,
GX2A68,STOP POS.21 CHARGER ARRIVAL,,
GX2AB2,STOP POS.22 AGV FAULT DURING OUTBREAK,,
GX2AC0,STOP POS.22 CONNECTION  NORMAL,,
GX2AE8,STOP POS.22 CHARGER ARRIVAL,,
GX2AEE,SP22 RUN REGULATION RELEASE(ENABLE START COMPULSION),,
GX2B03,STOP POS.23 DESTINATION INSTRUCTIONS DEMAND,,
GX2B30,STOP POS.23 AGV LOW BATTERY,,
GX2B81,STOP POS.24 AGV START,,
GX2C01,STOP POS.25 AGV START,,
GX2C32,STOP POS.25 AGV FAULT DURING OUTBREAK,,
GX2C40,STOP POS.25 CONNECTION  NORMAL,,
GX2CB0,STOP POS.26 AGV LOW BATTERY,,
GX2CD7,STOP POS.26 AGV RUNNING STOP ÅE WAIT NOTICE CONFIRM,,
GX2D53,STOP POS.27 DESTINATION INSTRUCTIONS DEMAND CONFIRM,,
GX2DB1,STOP POS.28 AGV DURING WARNING OUTBREAK,,
GX2E93,STOP POS.30 AGV RUNNING STOP REQUEST,,
GX2F6F,STOP POS.31 PROCESS NO INTERFERENCE(COMPULSION STARTOK),,
GX2F80,STOP POS.32 ENTER APPLICATION,,
GX3050,TOTAL FAULT(TO BEFORE PROCESS),,
GX3062,SP1-21 LEAVING REQUEST,,
GX3074,ST1-23 RUNNING,,
GX30D1,UBT2ST AREA ENTERING(TO UBT2ST),,
GX30DF,COMM. CONFIRM(1s CLK)(TO UBT2ST),,
GX31A5,AGV6 USE,,
GX31AB,AGV12 USE,,
GX3848,STOP POS.5ÅÀAGV RUNNING,,
GX3862,STOP POS.7 AGV AUTO RUNNING,,
GX38B8,STOP POS.12ÅÀAGV RUNNING,,
GX3945,STOP POS.24 AGV STOP(MEMORY CHANGE CONDITION IN-PROCESS),,
GX39B2,STOP POS.28 AGV AUTO RUNNING,,
GX39E5,STOP POS.31 AGV STOP(MEMORY CHANGE CONDITION IN-PROCESS),,
GX4001,AGV1 ENTERING NOTICE,,
GX4027,AGV1 AUTORUNNING,,
GX4034,AGV1 LASER SCANNER STOP WARNING OUTBREAK,,
GX4054,AGV1 START CONFIRM CONFIRM,,
GX40D4,AGV2 START CONFIRM CONFIRM,,
GX4106,AGV3 AGV RUNNING STOP ÅE CONDITION NOTICE,,
GX410C,AGV3 CHARGER CONTACT ON COMP.,,
GX4133,AGV3 DURING WIRELESS WARNING OUTBREAK,,
GX4158,AGV3 REMOTE START COM.,,
GX41A7,AGV4 AUTORUNNING,,
GX41D9,AGV4 NOT START(PROTECTION AREA IN),,
GX4206,AGV5 AGV RUNNING STOP ÅE CONDITION NOTICE,,
GX4282,AGV6 LEAVING NOTICE,,
GX428C,AGV6 CHARGER CONTACT ON COMP.,,
GX42A7,AGV6 AUTORUNNING,,
GX4320,AGV7 AGV RUNNING PREPARATIONS COMPLETED,,
GX4356,AGV7 AGV RUNNING STOP ÅE CONDITION NOTICE CONFIRM,,
GX4386,AGV8 AGV RUNNING STOP ÅE CONDITION NOTICE,,
GX43A2,AGV8 AGV AUTORUNNING,,
GX4407,AGV9 AGV RUNNING STOP ÅE WAIT NOTICE,,
GX4426,AGV9 RUNNING(MEMORY CHANGE CONDITION IN-PROCESS),,
GX4432,AGV9 FAULT DURING OUTBREAK,,
GX4483,AGV10 DESTINATION INSTRUCTIONS DEMAND,,
GX44D3,AGV10 DESTINATION INSTRUCTIONS DEMAND CONFIRM,,
GX4503,AGV11 DESTINATION INSTRUCTIONS DEMAND,,
GX4540,AGV11Å@CONNECTION  NORMAL,,
GX4552,AGV11 LEAVING NOTICE CONFIRM,,
GX4581,AGV12 ENTERING NOTICE,,
GX4603,AGV13 DESTINATION INSTRUCTIONS DEMAND,,
GX4633,AGV13 DURING WIRELESS WARNING OUTBREAK,,
GX4652,AGV13 LEAVING NOTICE,,
GX4687,AGV14 AGV RUNNING STOP ÅE WAIT NOTICE,,
GX46A7,AGV14 AUTORUNNING,,
GX46B0,AGV14 LOW BATTERY,,
GX4728,AGV15 RUNNING,,
GX4787,AGV16 AGV RUNNING STOP ÅE WAIT NOTICE,,
GX47D7,AGV16 AGV RUNNING STOP ÅE WAIT NOTICE CONFIRM,,
GX4833,AGV17 DURING WIRELESS WARNING OUTBREAK,,
GX4850,AGV17 ENTER APPLICATION CONFIRM,,
GX48A2,AGV18 AGV AUTORUNNING,,
GX48B0,AGV18 LOW BATTERY,,
GX4951,AGV19 ENTERING NOTICE CONFIRM,,
GX4A26,AGV21 RUNNING(MEMORY CHANGE CONDITION IN-PROCESS),,
GX4A55,AGV21 CONDITION NOTICE CONFIRM,,
GX4A80,AGV22 ARRIVAL,,
GX4AB2,AGV22 FAULT DURING OUTBREAK,,
GX4B27,AGV23 AUTORUNNING,,
GX4B53,AGV23 DESTINATION INSTRUCTIONS DEMAND CONFIRM,,
GX4B82,AGV24 LEAVING NOTICE,,
GX4BB3,AGV24 DURING WIRELESS WARNING OUTBREAK,,
GX4C04,AGV25 START CONFIRM,,
GX4C20,AGV25 AGV RUNNING PREPARATIONS COMPLETED,,
GX4C32,AGV25 FAULT DURING OUTBREAK,,
GX4C56,AGV25 AGV RUNNING STOP ÅE CONDITION NOTICE CONFIRM,,
GX4C86,AGV26 AGV RUNNING STOP ÅE CONDITION NOTICE,,
GX4CD0,AGV26 ENTER APPLICATION CONFIRM,,
GX4D07,AGV27 AGV RUNNING STOP ÅE WAIT NOTICE,,
GX4D2E,AGV27 WIRELESS STOP AMONG OUTPUT,,
GX4D32,AGV27 FAULT DURING OUTBREAK,,
GX4D53,AGV27 DESTINATION INSTRUCTIONS DEMAND CONFIRM,,
GX4DA7,AGV28 AUTORUNNING,,
GX4DD4,AGV28 START CONFIRM CONFIRM,,
GX4E21,AGV29 AGV MANUAL,,
GX4E52,AGV29 LEAVING NOTICE,,
GX4EA2,AGV30 AGV AUTORUNNING,,
GX4EAA,AGV30 STOP  ,,
GX4ED7,AGV30 AGV RUNNING STOP ÅE WAIT NOTICE CONFIRM,,
GX1101,CHUTER 1 AUTO SELECT,,
GX111F,CHUTER 1 (SPARE),,
GX1137,CHUTER 2 (COMPLETED RESET),,
GX113B,CHUTER 2 (SPARE),,
GX1144,CHUTER 2 REMAINDER DISPLAY1,,
GX1156,CHUTER 2 (SPARE),,
GX1169,CHUTER 3 (SPARE),,
GX116D,CHUTER 3 (SPARE),,
GX1191,CHUTER 4 AUTO SELECT,,
GX119D,CHUTER 4 (SPARE),,
GX11A1,CHUTER 4 AGV ATTENDED,,
GX11BE,CHUTER 4 (SPARE),,
GX141F,FAILURE AGV ARRIVAL (UNLOADING RDL),,
GX1450,AGV START OK(FITTING BD),,
GX1504,AGV CONF. NOTHING(UNLOADING FDR),,
GX1521,AGV START OK (UNLOADING BD),,
GX153F,AGV RUN CONTROL FAILURE(FITTING FDR),,
GX160A,,,GY160A
GX1708,,,GY1708
GX170C,,,GX170C
GX1807,AGV IN CARRY WORK-1,,
GX1827,AGV IN CARRY WORK-1,,
GX182D,AGV BATTERY DECREASE,,
GX1840,SP1-1 LEAVING OK,,
GX1883,AGV ENTERING COMP,,
GX18A1,STAR OK,,
GX18AD,AGV BATTERY DECREASE,,
GX1917,PROCESS MASTER ON,,
GX1928,TO AGV NO INTERFERENCE(SM BUFFER CHUTER LH),,
GX1942,SP1-21 LEAVING REQUEST,,
GX1963,ST1-22 RUNNING,,
GX198F,ARRIVAL (PROXIMITY-2),,
GX19AA,PROCESS AUTO RUNNING,,
GX19CA,PROCESS AUTO RUNNING,,
GX206A,STOP POS.1 CHARGER PREPARATIONS COMMAND,,
GX20B8,STOP POS.2 SLEG PRESENCE,,
GX20D0,STOP POS.2 ARRIVAL CONFIRM,,
GX20EA,STOP POS.2 CHARGER PREPARATIONS COMMAND,,
GX2111,STOP POS.3 DESTINATION INSTRUCTIONS CONFIRM,,
GX2152,STOP POS.3 LEAVING NOTICE CONFIRM,,
GX2183,STOP POS.4 DESTINATION INSTRUCTIONS DEMAND,,
GX21A2,STOP POS.4 AGV AUTORUNNING,,
GX21E3,STOP POS.4 RUNNING STOP COMMAND,,
GX21EF,STOP POS.4 PROCESS NO INTERFERENCE(COMPULSION STARTOK),,
GX2231,STOP POS.5 AGV DURING WARNING OUTBREAK,,
GX2268,STOP POS.5 CHARGER ARRIVAL,,
GX22A0,STOP POS.6 AGV MASTER ON,,
GX2303,STOP POS.7 DESTINATION INSTRUCTIONS DEMAND,,
GX2313,STOP POS.7 AGV RUNNING STOP REQUEST,,
GX2368,STOP POS.7 CHARGER ARRIVAL,,
GX2422,STOP POS.9 AGV AUTORUNNING,,
GX2450,STOP POS.9 ARRIVAL CONFIRM,,
GX2463,STOP POS.9 AGV RUNNING STOP COMMAND,,
GX24A0,STOP POS.10 AGV MASTER ON,,
GX24D1,STOP POS.10 START CONFIRM,,
GX2539,STOP POS.11 BODY PRESENCE,,
GX2553,STOP POS.11 DESTINATION INSTRUCTIONS DEMAND CONFIRM,,
GX2560,STOP POS.11 START OKOK,,
GX2603,STOP POS.13 DESTINATION INSTRUCTIONS DEMAND,,
GX2638,STOP POS.13 SLEG PRESENCE,,
GX26B8,STOP POS.14 SLEG PRESENCE,,
GX26D3,STOP POS.14 DESTINATION INSTRUCTIONS DEMAND CONFIRM,,
GX2703,STOP POS.15 DESTINATION INSTRUCTIONS DEMAND,,
GX27D4,STOP POS.16 START CONFIRM CONFIRM,,
GX2801,STOP POS.17 AGV START,,
GX2831,STOP POS.17 AGV DURING WARNING OUTBREAK,,
GX28EF,STOP POS.18 PROCESS NO INTERFERENCE(COMPULSION STARTOK),,
GX2940,STOP POS.19 CONNECTION  NORMAL,,
GX2991,STOP POS.20 DESTINATION INSTRUCTIONS CONFIRM,,
GX29D2,STOP POS.20 LEAVING NOTICE CONFIRM,,
GX2A81,STOP POS.22 AGV START,,
GX2AEF,STOP POS.22 PROCESS NO INTERFERENCE(COMPULSION STARTOK),,
GX2C00,STOP POS.25 ENTER APPLICATION,,
GX2CD6,STOP POS.26 AGV RUNNING STOP ÅE CONDITION NOTICE CONFIRM,,
GX2D11,STOP POS.27 DESTINATION INSTRUCTIONS CONFIRM,,
GX2D52,STOP POS.27 LEAVING NOTICE CONFIRM,,
GX2DB2,STOP POS.28 AGV FAULT DURING OUTBREAK,,
GX2DE8,STOP POS.28 CHARGER ARRIVAL,,
GX2ED7,STOP POS.30 AGV RUNNING STOP ÅE WAIT NOTICE CONFIRM,,
GX2EE8,STOP POS.30 CHARGER ARRIVAL,,
GX2F81,STOP POS.32 AGV START,,
GX3051,AGV CONTINUOUS(TO BEFORE PROCESS),,
GX3061,SP1-2 LEAVING REQUEST,,
GX3075,ST1-24 RUNNING,,
GX30D0,(TO UBT2ST),,
GX30E2,SP1-26 LEAVING OK,,
GX31A4,AGV5 USE,,
GX31AA,AGV11 USE,,
GX3875,STOP POS.8 AGV STOP(MEMORY CHANGE CONDITION IN-PROCESS),,
GX3886,STOP POS.9 AGV MEMORY CHANGE CONDITION(AGV RUNNING IN-PROCESS),,
GX38A6,STOP POS.11 AGV MEMORY CHANGE CONDITION(AGV RUNNING IN-PROCESS),,
GX38E8,STOP POS.15ÅÀAGV RUNNING,,
GX3946,STOP POS.21 AGV MEMORY CHANGE CONDITION(AGV RUNNING IN-PROCESS),,
GX3968,STOP POS.23ÅÀAGV RUNNING,,
GX4002,AGV1 LEAVING NOTICE,,
GX400C,AGV1 CHARGER CONTACT ON COMP.,,
GX4084,AGV2 START CONFIRM,,
GX40D5,AGV2 CONDITION NOTICE CONFIRM,,
GX4101,AGV3 ENTERING NOTICE,,
GX4159,AGV3 NOT START(PROTECTION AREA IN),,
GX4185,AGV4 CONDITION NOTICE,,
GX41D8,AGV4 REMOTE START COM.,,
GX4207,AGV5 AGV RUNNING STOP ÅE WAIT NOTICE,,
GX4220,AGV5 AGV RUNNING PREPARATIONS COMPLETED,,
GX4283,AGV6 DESTINATION INSTRUCTIONS DEMAND,,
GX42A6,AGV6 RUNNING(MEMORY CHANGE CONDITION IN-PROCESS),,
GX42AA,AGV6 STOP  ,,
GX4357,AGV7 AGV RUNNING STOP ÅE WAIT NOTICE CONFIRM,,
GX4385,AGV8 CONDITION NOTICE,,
GX43D9,AGV8 NOT START(PROTECTION AREA IN),,
GX4427,AGV9 AUTORUNNING,,
GX4459,AGV9 NOT START(PROTECTION AREA IN),,
