P2-K108,CONNECTION 9 OPEN NORMAL,,Y033
GM7BFB,STOP POS.32 CHARGER UNIT HOME POSITION,,
GM7BC2,STOP POS.25 CHARGER COMPLETION,,
GM7B93,STOP POS.19 CHARGER UNIT HOME POSITION,,
GM7B83,STOP POS.17 CHARGER UNIT HOME POSITION,,
GM7B63,STOP POS.13 CHARGER UNIT HOME POSITION,,
GM7B42,STOP POS.9 CHARGER COMPLETION,,
GM7B20,STOP POS.5 CHARGE ARRIVAL,,
GM7AB9,CHG8 CHARGE PREPARATIONFS INSTRUCTION,,
GM7AA1,CHG5 CHARGE PREPARATIONFS INSTRUCTION,,
GM7A99,CHG4 CHARGE PREPARATIONFS INSTRUCTION,,
GM7A31,CHG7 AGV START CONDITION,,
GM79E1,STOP POS.29 AGV START CONDITION,,
GM79C9,STOP POS.26 AGV START CONDITION,,
GM79B6,USE PROHIBITION,,
GM79AC,STOP POS.22 START OKOK,,
GM799F,STOP POS.20 CHARGER SETTING EXISTENCE,,
GM7993,STOP POS.19 AGV AUTORUNNING,,
GM7981,STOP POS.17 AGV START CONDITION,,
GM7968,STOP POS.14 AGV PRESENCE,,
GM7950,STOP POS.11 AGV PRESENCE,,
GM7942,STOP POS.9 CHARGER CONTACT ON COMP.,,
GM7938,STOP POS.8 AGV PRESENCE,,
GM791D,USE PROHIBITION,,
GM7907,STOP POS.1 CHARGER SETTING EXISTENCE,,
GM7885,CHG1 AGV PRESENCE(WIRELESS) (GM6*00/GM6*40/GM6*80/GM6*C0),,
GM7861,CHG7 CHARGER INPUT,,
GM7836,CHG4 CHARGER START MEMORY,,
GM7824,CHG3 CHARGER SETTING(MOVABLE EXPRESSION),,
GM780D,CHG1 BATTERY CHARGER FAULT RESET,,
GM7809,CHG1 CHARGER COMPLETED MEMORY,,
GM7307,AGV8 TO OWN PROCESS RUNNING DATA UPTAKE,,
GM7201,CONNECTION 2TRANSMISSION COMMAND(AGV2),,
GM7115,AGV22 OWN PROCESSSTOP POS.Õ DATA DATA TRANSFER,,
GM7107,AGV8 OWN PROCESSSTOP POS.Õ DATA DATA TRANSFER,,
GM709A,AGV27 OWN PROCESS,,L267
GM7087,AGV8 OWN PROCESS,,L3D2
GM7003,AGV4 TO OWN PROCESS STOP AGV  DATA UPTAKE,,
GM6DC9,AGV10 RUNNING AREA DISPLAY,,
GM6D93,AGV20 ST RUNNING,,
GM6D50,AGV17 REMOTE START OK,,
GM6D4E,AGV15 REMOTE START OK,,
GM6CFA,AGV27 IN-PROCESS,,
GM6CEC,AGV13 IN-PROCESS,,
GM6C7B,STOP POS.28 DESTINATION INSTRUCTIONS,,
GM6C75,STOP POS.22 DESTINATION INSTRUCTIONS,,
GM6C6B,STOP POS.12 DESTINATION INSTRUCTIONS,,
GM6C69,STOP POS.10 DESTINATION INSTRUCTIONS,,
GM6C5F,STOP POS.32 START OK,,
GM6C58,STOP POS.25 START OK,,
GM6C01,AGV DURING WARNING OUTBREAK,,
GM6B17,CHG8 CUT OFF (TEMPORARY CUT OFF),,
GM6B05,CHG6 CHARGER CUT OFF,,
GM6A03,AGV SETTING DISPLAY INDICATION(STOP à POS.25-32 SETTING),,
GM6995,AGV ALARM 22,,L03F
GM6989,AGV ALARM 10,,L2F4
GM695C,STOP POS.29ÅÀ MOVEMENT MEMORY,,
GM694E,STOP POS.15ÅÀ MOVEMENT MEMORY,,
GM6949,STOP POS.10ÅÀ MOVEMENT MEMORY,,
GM692E,STOP POS.15 AGV PRESENCE MEMORY(DESTINATION SELECT),,
GM6911,STOP POS.18 AGV PRESENCE MEMORY,,
GM690E,STOP POS.15 AGV PRESENCE MEMORY,,
GM68AA,SP.11 STOP AGV ALARM INDICATION,,L166
GM689A,SP.27 STOP AGV FAULT INDICATION,,L03E
GM6896,SP.23 STOP AGV FAULT INDICATION,,L3DA
GM6888,SP.9 STOP AGV FAULT INDICATION,,L253
GM6864,STOP POS.5 CYCLE TIME COUNT CONDITION,,
GM6857,STOP POS.24 CYCLE TIME OVER,,
GM683B,SP.28 MOVEMENT ALARM INDICATION,,
GM6835,SP.22 MOVEMENT ALARM INDICATION,,
GM682B,SP.12 MOVEMENT ALARM INDICATION,,L37E
GM6812,SP.19 MOVEMENT FAULT INDICATION,,L13C
GM680E,SP.15 MOVEMENT FAULT INDICATION,,L11A
GM6804,SP.5 MOVEMENT FAULT INDICATION,,L01B
GM67DA,STOP POS.32 RUN REGULATION,,
GM67A1,STOP POS.31 BUFFER NUMBER LOWER LIMIT,,
GM679B,STOP POS.31 ENTERING OK(NORMAL STARTOK),,
GM6798,STOP POS.31 AGV START CONDITION,,
GM6752,STOP POS.30 RUNNING STOP CONFIRM,,
GM674F,STOP POS.30 SECTION AGV PRESENCE(RUNNING),,
GM6713,STOP POS.29 BUFFER SETTING EXISTENCE,,
GM670D,STOP POS.29 PROCESS LEAVING SETTING(I/L8 OR MORE),,
GM66DC,STOP POS.28 ENTERING OK(DESTINATION INSTRUCTIONS STARTOK),,
GM66D2,STOP POS.28 RUNNING STOP CONFIRM,,
GM66CD,STOP POS.28 PROCESS LEAVING SETTING(I/L8 OR MORE),,
GM6697,STOP POS.27 STANDARD OUTSIDE START CONDITION,,
GM667A,STOP POS.26 PROCESS AUTORUNNING,,
GM6621,STOP POS.25 BUFFER NUMBER LOWER LIMIT,,
GM65EA,STOP POS.24 PROCESS AUTORUNNING,,
GM65DD,STOP POS.24 ENTERING COMPLETED,,
GM65D5,STOP POS.24 PREVIOUS STOP POS.ÅÀ ENTERING,,
GM65B4,STOP POS.23 AGV ENTER OK,,
GM65A1,STOP POS.23 BUFFER NUMBER LOWER LIMIT,,
GM654C,STOP POS.22 PROCESS LEAVING SETTING(I/L8 OR LESS),,
GM6546,STOP POS.22 PROCESS LEAVING SETTING EXISTENCE,,
GM6517,STOP POS.21 STANDARD OUTSIDE START CONDITION,,
GM64D7,STOP POS.20 STANDARD OUTSIDE START CONDITION,,
GM64C0,STOP POS.20 SECTION AGV PRESENCE,,
GM64A4,STOP POS.19 LOADING OK,,
GM647A,STOP POS.18 PROCESS AUTORUNNING,,
GM6450,STOP POS.18 AGV PRESENCE,,
GM644C,STOP POS.18 PROCESS LEAVING SETTING(I/L8 OR LESS),,
GM6446,STOP POS.18 PROCESS LEAVING SETTING EXISTENCE,,
GM6415,STOP POS.17 PREVIOUS STOP POS.ÅÀ ENTERING,,
GM6401,STOP POS.17 NEXT STOP POS. OTHER PROCESS,,
GM63E1,STOP POS.16 BUFFER NUMBER LOWER LIMIT,,
GM63DF,STOP POS.16 BUFFER NUMBER UPPER LIMIT,,
GM63D5,STOP POS.16 PREVIOUS STOP POS.ÅÀ ENTERING ,,
GM63C4,STOP POS.16 START I/L(NO RUNNING),,
GM6399,STOP POS.15 OUTSIDE START CONDITION,,
GM638D,STOP POS.15 PROCESS LEAVING SETTING(I/L8 OR MORE),,
GM6350,STOP POS.14 AGV PRESENCE,,
GM634A,STOP POS.14 PROCESS ENTER SETTING(I/L8 OR LESS),,
GM6346,STOP POS.14 PROCESS LEAVING SETTING EXISTENCE,,
GM631B,STOP POS.13 ENTERING OK(NORMAL STARTOK),,
GM6315,STOP POS.13 PREVIOUS STOP POS.ÅÀ ENTERING ,,
GM6301,STOP POS.13 NEXT STOP POS. OTHER PROCESS,,
GM62DE,STOP POS.12 LEAVING COMPLETED,,
GM62D6,STOP POS.1Å2 MOVEMENT MEMORY SETTING OK(BUFFER SETTEING),,
GM62CA,STOP POS.12 PROCESS ENTER SETTING(I/L8 OR LESS),,
GM62C4,STOP POS.12 START I/L(NO RUNNING),,
GM629D,STOP POS.11 ENTERING COMPLETED,,
GM6298,STOP POS.11 AGV START CONDITION,,
GM6261,STOP POS.10 BUFFER NUMBER LOWER LIMIT,,
GM6258,STOP POS.10 AGV START CONDITION,,
GM621F,STOP POS.9 BUFFER NUMBER UPPER LIMIT,,
GM61D1,STOP POS.8 AGV PRESENCE MEMORY,,
GM61C4,STOP POS.8 START I/L(NO RUNNING),,
GM6191,STOP POS.7 AGV PRESENCE MEMORY,,
GM6161,STOP POS.6 BUFFER NUMBER LOWER LIMIT,,
GM615C,STOP POS.6 ENTERING OK(DESTINATION INSTRUCTIONS STARTOK),,
GM6144,STOP POS.6 START I/L(NO RUNNING),,
GM6138,STOP POS.5 TO AGV NO INTERFERENCE,,
GM6115,STOP POS.5 PREVIOUS STOP POS.ÅÀ ENTERING ,,
GM60DF,STOP POS.4 BUFFER NUMBER UPPER LIMIT,,
GM60CC,STOP POS.4 PROCESS LEAVING SETTING(I/L8 OR LESS),,
GM60C2,STOP POS.4 PRESENCE MEMORY RESET,,
GM6099,STOP POS.3 OUTSIDE START CONDITION,,
GM608B,STOP POS.3 PROCESS ENTER SETTING(I/L8 OR MORE),,
GM606A,STOP POS.2 PROCESS AUTORUNNING,,
GM6042,STOP POS.2 AGV MEMORY RESET,,
GM6025,STOP POS.1 AGV LEAVING OK,,
GM601E,STOP POS.1 LEAVING COMPLETED,,
GM6016,STOP POS.1Å MOVEMENT MEMORY SETTING OK(BUFFER SETTEING),,
GM6001,STOP POS.1 NEXT STOP POS. OTHER PROCESS,,
GMFAFB,SAFETY FAULT NOT SPECIFIED 44,,
GMFAEF,SAFETY FAULT NOT SPECIFIED 32,,
GMFAE9,SAFETY FAULT NOT SPECIFIED 26,,
GMFABA,12ST SAFETY PLC FAULT 11,,
GMFAB0,12ST SAFETY PLC FAULT 1,,
GMFAAD,11ST SAFETY PLC FAULT 14,,
GMFA88,9ST SAFETY PLC FAULT 9,,
GMFA63,7ST SAFETY PLC FAULT 4,,
GMFA5A,6ST SAFETY PLC FAULT 11,,
GMFA2C,3ST SAFETY PLC FAULT 13,,
GMFA20,3ST SAFETY PLC FAULT 1,,
GMFA17,2ST SAFETY PLC FAULT 8,,
GMFA04,1ST SAFETY PLC FAULT 5,,
GMF9F1,MAIN SAFETY PLC FAULT 50,,
GMF9EF,MAIN SAFETY PLC FAULT 48,,
GMF9BA,OTHER FAULT SPARE 27,,
GMF9B0,OTHER FAULT SPARE 17,,
GMF9A5,OTHER FAULT SPARE 6,,
GMF99F,FAULT SCREEN FAULT 5E8,,
GMF96F,FAULT SCREEN FAULT 4C8,,
GMF963,FAULT SCREEN FAULT 4B4,,
GMF950,FAULT SCREEN FAULT 3D1,,
GMF94E,FAULT SCREEN FAULT 3C7,,
GMF92E,FAULT SCREEN FAULT 2C7,,
GMF922,FAULT SCREEN FAULT 2B3,,
GMF917,LIGHT CURTAIN STOP  FROM PRE PROCESS,,
GMF8EB,FAULT SPARE 76,,
GMF8C5,FAULT SPARE 38,,
GMF8B7,FAULT SPARE 24,,
GMF8A9,FAULT SPARE 10,,
GMF892,R/B FAULT SPARE 19,,
GMF88E,R/B FAULT SPARE 15,,
GMF884,R/B FAULT SPARE 5,,
GMF87D,R/B-30 FAULT,,
GMF868,R/B-9 FAULT,,
GMF85D,COMMUNICATION ALARM SPARE 62,,
GMF853,COMMUNICATION ALARM SPARE 52,,
GMF83D,P3-L6 COMMUNICATION ALARM,,
GMF839,P3-L2 COMMUNICATION ALARM,,
GMF809,POWER SUPPLY FAULT PL 2,,
GMFEC1,SHORT ALARM 18,,
GMFEBB,SHORT ALARM 12,,
GMFEAF,R/B STEP UP CONPLETE SPARE,,
GMFE9D,R/B STEP UP CONPLETE SPARE,,
GMFE97,R/B STEP UP CONPLETE SPARE,,
GMFE76,R/B-7 STEP UP CONPLETE,,
GMFE6E,ALARM PL SPARE,,
GMFE69,ALARM PL SPARE,,
GMFE5C,ALARM DISPLAY PL45,,
GMFE44,ALARM DISPLAY PL15,,
GMFE33,R/B ALARM SPARE,,
GMFE19,R/B-26 ALARM,,
GMFE0B,R/B-12 ALARM,,
GMFE03,R/B-4 ALARM,,
GMFC11,AGV18 WIRELESS COMMUNICATION FAULT,,
GMFC0B,AGV12 WIRELESS COMMUNICATION FAULT,,
GM7FEB,PROCESS I/L-12 AGV DOCKING FAULT,,
GM7FE3,PROCESS I/L-4 AGV DOCKING FAULT,,
GM7FC8,STOP POS.9 SCREEN DISPLAY USE,,
GM7FB7,MAUNAL SELECT CONDITION56,,
GM7FA2,MAUNAL SELECT CONDITION35,,
GM7F9A,MAUNAL SELECT CONDITION27,,
GM7F86,MAUNAL SELECT CONDITION7,,
GM7F7B,STATION 30 MOVEMENT MEMORY SET DISPLAY,,
GM7F61,STATION 17 MOVEMENT MEMORY SET DISPLAY,,
GM7F4F,STATION 8 MOVEMENT MEMORY SET DISPLAY,,
GM7F45,STATION 3 MOVEMENT MEMORY SET DISPLAY,,
GM7F19,STATION 13 MOVEMENT MEMORY RESET DISPLAY,,
GM7EF7,CHG8 CHARGE CYCLE FAULT,,
GM7E19,NO.26 AGV SCREEN DISPLAY USE,,
GM7BF0,STOP POS.31 CHARGE ARRIVAL,,
GM7BCB,STOP POS.26 CHARGER UNIT HOME POSITION,,
GM7BC1,STOP POS.25 CHARGE PREPARATIONFS INSTRUCTION,,
GM7B92,STOP POS.19 CHARGER COMPLETION,,
GM7B80,STOP POS.17 CHARGE ARRIVAL,,
GM7B6A,STOP POS.14 CHARGER COMPLETION,,
GM7B51,STOP POS.11 CHARGE PREPARATIONFS INSTRUCTION,,
GM7B43,STOP POS.9 CHARGER UNIT HOME POSITION,,
GM7B21,STOP POS.5 CHARGE PREPARATIONFS INSTRUCTION,,
GM7AB8,CHG8 CHARGE ARRIVAL,,
GM7A9B,CHG4 CHARGER UNIT HOME POSITION,,
GM7A8B,CHG2 CHARGER UNIT HOME POSITION,,
GM7A32,CHG7 CHARGER CONTACT ON COMP.,,
GM7A24,CHG5 START OKOK,,
GM79E6,USE PROHIBITION,,
GM79B5,USE PROHIBITION,,
GM7990,STOP POS.19 AGV PRESENCE,,
GM798A,STOP POS.18 CHARGER CONTACT ON COMP.,,
GM7980,STOP POS.17 AGV PRESENCE,,
GM7967,STOP POS.13 CHARGER SETTING EXISTENCE,,
GM795D,USE PROHIBITION,,
GM7951,STOP POS.11 AGV START CONDITION,,
GM7939,STOP POS.8 AGV START CONDITION,,
GM791E,USE PROHIBITION,,
GM790C,STOP POS.2 START OKOK,,
GM7906,USE PROHIBITION,,
GM78A9,CHG2 START OKOK (GY2*60/GY2*E0),,
GM7886,CHG1 AGV AUTORUNNING (GX2*22/GX2*A2),,
GM7866,CHG7 CHARGER START MEMORY,,
GM7856,CHG6 CHARGER START MEMORY,,
GM7848,CHG7 CHARGER SETTING EXISTENCE,,
GM782D,CHG3 BATTERY CHARGER FAULT RESET,,
GM7825,CHG3 CHARGER MC ON INPUT,,
GM780E,CHG1 CHARGER MC ON,,
GM7310,AGV17 TO OWN PROCESS RUNNING DATA UPTAKE,,
GM7306,AGV7 TO OWN PROCESS RUNNING DATA UPTAKE,,
GM721A,CONNECTION 27TRANSMISSION COMMAND(AGV27),,
GM7206,CONNECTION 7TRANSMISSION COMMAND(AGV7),,
GM7112,AGV19 OWN PROCESSSTOP POS.Õ DATA DATA TRANSFER,,
GM710A,AGV11 OWN PROCESSSTOP POS.Õ DATA DATA TRANSFER,,
GM7106,AGV7 OWN PROCESSSTOP POS.Õ DATA DATA TRANSFER,,
GM7088,AGV9 OWN PROCESS,,L3DC
GM7013,AGV20 TO OWN PROCESS STOP AGV  DATA UPTAKE,,
GM7004,AGV5 TO OWN PROCESS STOP AGV  DATA UPTAKE,,
GM6FE4,CHARGER CIRCUIT,,
GM6DCA,AGV11 RUNNING AREA DISPLAY,,
GM6D9A,AGV27 ST RUNNING,,
GM6D51,AGV18 REMOTE START OK,,
GM6D4D,AGV14 REMOTE START OK,,
GM6CEB,AGV12 IN-PROCESS,,
GM6CE7,AGV8 IN-PROCESS,,
GM6C74,STOP POS.21 DESTINATION INSTRUCTIONS,,
GM6C6C,STOP POS.13 DESTINATION INSTRUCTIONS,,
GM6C5E,STOP POS.31 START OK,,
GM6C02,AGV LOW BATTERY DURING OUTBREAK,,
GM6B1A,CHG3 CUT OFF (TEMPORARY CUT OFF) DISPLAY,,
GM6B14,CHG5 CUT OFF (TEMPORARY CUT OFF),,
GM6B04,CHG5 CHARGER CUT OFF,,
GM6A00,AGV SETTING DISPLAY INDICATION(STOP POS.1-8 SETTING),,
GM699A,AGV ALARM 27,,L10B
GM6994,AGV ALARM 21,,L035
GM695B,STOP POS.28ÅÀ MOVEMENT MEMORY,,
GM694B,STOP POS.12ÅÀ MOVEMENT MEMORY,,
GM692F,STOP POS.16 AGV PRESENCE MEMORY(DESTINATION SELECT),,
GM691C,STOP POS.29 AGV PRESENCE MEMORY,,
GM6910,STOP POS.17 AGV PRESENCE MEMORY,,
GM68BF,SP.32 STOP AGV ALARM INDICATION,,L37F
GM68AB,SP.12 STOP AGV ALARM INDICATION,,L177
GM689B,SP.28 STOP AGV FAULT INDICATION,,L045
GM6897,SP.24 STOP AGV FAULT INDICATION,,
GM6867,STOP POS.8 CYCLE TIME COUNT CONDITION,,
GM6850,STOP POS.17 CYCLE TIME OVER,,
GM6847,STOP POS.8 CYCLE TIME OVER,,
GM683C,SP.29 MOVEMENT ALARM INDICATION,,
GM6832,SP.19 MOVEMENT ALARM INDICATION,,
GM682E,SP.15 MOVEMENT ALARM INDICATION,,
GM6813,SP.20 MOVEMENT FAULT INDICATION,,L143
GM680D,SP.14 MOVEMENT FAULT INDICATION,,L110
GM67DB,STOP POS.32 ENTERING OK(NORMAL STARTOK),,
GM67CD,STOP POS.32 PROCESS LEAVING SETTING(I/L8 OR MORE),,
GM67B8,STOP POS.31 TO AGV NO INTERFERENCE,,
GM679A,STOP POS.31 RUN REGULATION,,
GM6751,STOP POS.30 AGV PRESENCE MEMORY,,
GM6738,STOP POS.29 TO AGV NO INTERFERENCE,,
GM6712,STOP POS.29 RUNNING STOP CONFIRM,,
GM6704,STOP POS.29 START I/L(NO RUNNING),,
GM66E1,STOP POS.28 BUFFER NUMBER LOWER LIMIT,,
GM66DB,STOP POS.28 ENTERING OK(NORMAL STARTOK),,
GM66D5,STOP POS.28 PREVIOUS STOP POS.ÅÀ ENTERING,,
GM66C4,STOP POS.28 START I/L(NO RUNNING),,
GM6694,STOP POS.27 NEXT STOP POS.(BUFFER COUNT RESET),,
GM664F,STOP POS.26 SECTION AGV PRESENCE(RUNNING),,
GM6618,STOP POS.25 AGV START CONDITION,,
GM660D,STOP POS.25 PROCESS LEAVING SETTING(I/L8 OR MORE),,
GM65E1,STOP POS.24 BUFFER NUMBER LOWER LIMIT,,
GM65DE,STOP POS.24 LEAVING COMPLETED,,
GM658F,STOP POS.23 SECTION AGV PRESENCE(RUNNING),,
GM6547,STOP POS.22 CHARGER SETTING EXISTENCE,,
GM6534,STOP POS.21 AGV ENTER OK,,
GM6516,STOP POS.21 MOVEMENT MEMORY SETTING OK(BUFFER SETTEING),,
GM64F4,STOP POS.20 AGV ENTER OK,,
GM64E8,STOP POS.20 TO AGV NO INTERFERENCE,,
GM64D6,STOP POS.20 MOVEMENT MEMORY SETTING OK(BUFFER SETTEING),,
GM64C1,STOP POS.20 NEXT STOP POS. OTHER PROCESS,,
GM64AF,STOP POS.19 AGV PRESENCE(PROXIMITY),,
GM64A5,STOP POS.19 AGV LEAVING OK,,
GM6494,STOP POS.19 NEXT STOP POS.(BUFFER COUNT RESET),,
GM6451,STOP POS.18 AGV PRESENCE MEMORY,,
GM644B,STOP POS.18 PROCESS ENTER SETTING(I/L8 OR MORE),,
GM6445,STOP POS.18 PROCESS ENTER SETTING EXISTENCE,,
GM6425,STOP POS.17 AGV LEAVING OK,,
GM641A,STOP POS.17 RUN REGULATION,,
GM6416,STOP POS.17Å MOVEMENT MEMORY SETTING OK(BUFFER SETTEING),,
GM6400,STOP POS.17 SECTION AGV PRESENCE,,
GM63D6,STOP POS.16Å MOVEMENT MEMORY SETTING OK(BUFFER SETTEING),,
GM63CD,STOP POS.16 PROCESS LEAVING SETTING(I/L8 OR MORE),,
GM63C7,STOP POS.16 CHARGER SETTING EXISTENCE,,
GM63A5,STOP POS.15 AGV LEAVING OK,,
GM6398,STOP POS.15 AGV START CONDITION,,
GM6374,STOP POS.14 AGV ENTER OK,,
GM634B,STOP POS.14 PROCESS ENTER SETTING(I/L8 OR MORE),,
GM6347,STOP POS.14 CHARGER SETTING EXISTENCE,,
GM631A,STOP POS.13 RUN REGULATION,,
GM6314,STOP POS.13 NEXT STOP POS.(BUFFER COUNT RESET),,
GM6302,STOP POS.13 PRESENCE MEMORY RESET,,
GM62DD,STOP POS.12 ENTERING COMPLETED,,
GM62D1,STOP POS.12 AGV PRESENCE MEMORY,,
GM62CB,STOP POS.12 PROCESS ENTER SETTING(I/L8 OR MORE),,
GM62C5,STOP POS.12 PROCESS ENTER SETTING EXISTENCE,,
GM62AA,STOP POS.11 PROCESS AUTORUNNING,,
GM629E,STOP POS.11 LEAVING COMPLETED,,
GM6299,STOP POS.11 OUTSIDE START CONDITION,,
GM628C,STOP POS.11 PROCESS LEAVING SETTING(I/L8 OR LESS),,
GM626A,STOP POS.10 PROCESS AUTORUNNING,,
GM6259,STOP POS.10 OUTSIDE START CONDITION,,
GM624F,STOP POS.10 SECTION AGV PRESENCE(RUNNING),,
GM6245,STOP POS.10 PROCESS ENTER SETTING EXISTENCE,,
GM6225,STOP POS.9 AGV LEAVING OK,,
GM61FA,STOP POS.8 PROCESS AUTORUNNING,,
GM61CD,STOP POS.8 PROCESS LEAVING SETTING(I/L8 OR MORE),,
GM61C3,STOP POS.8 START I/L(ADSENCE),,
GM61A8,STOP POS.7 TO AGV NO INTERFERENCE,,
GM619E,STOP POS.7 LEAVING COMPLETED,,
GM6190,STOP POS.7 AGV PRESENCE,,
GM6182,STOP POS.7 PRESENCE MEMORY RESET,,
GM6174,STOP POS.6 AGV ENTER OK,,
GM615B,STOP POS.6 ENTERING OK(NORMAL STARTOK),,
GM614B,STOP POS.6 PROCESS ENTER SETTING(I/L8 OR MORE),,
GM6145,STOP POS.6 PROCESS ENTER SETTING EXISTENCE,,
GM6114,STOP POS.5 NEXT STOP POS.(BUFFER COUNT RESET),,
GM60DE,STOP POS.4 LEAVING COMPLETED,,
GM60C3,STOP POS.4 START I/L(ADSENCE),,
GM60AA,STOP POS.3 PROCESS AUTORUNNING,,
GM60A4,STOP POS.3 LOADING OK,,
GM608A,STOP POS.3 PROCESS ENTER SETTING(I/L8 OR LESS),,
GM605D,STOP POS.2 ENTERING COMPLETED,,
GM6041,STOP POS.2 NEXT STOP POS. OTHER PROCESS,,
GM6024,STOP POS.1 LOADING OK,,
GM601F,STOP POS.1 BUFFER NUMBER UPPER LIMIT,,
GM6017,STOP POS.1 STANDARD OUTSIDE START CONDITION,,
GM6000,STOP POS.1 SECTION AGV PRESENCE,,
GMFAFC,SAFETY FAULT NOT SPECIFIED 45,,
GMFAE8,SAFETY FAULT NOT SPECIFIED 25,,
GMFABB,12ST SAFETY PLC FAULT 12,,
GMFAB1,12ST SAFETY PLC FAULT 2,,
GMFA9C,10ST SAFETY PLC FAULT 13,,
GMFA89,9ST SAFETY PLC FAULT 10,,
GMFA64,7ST SAFETY PLC FAULT 5,,
GMFA51,6ST SAFETY PLC FAULT 2,,
GMFA21,3ST SAFETY PLC FAULT 2,,
GMFA16,2ST SAFETY PLC FAULT 7,,
GMFA05,1ST SAFETY PLC FAULT 6,,
GMF9F2,MAIN SAFETY PLC FAULT 51,,
GMF9E9,MAIN SAFETY PLC FAULT 42,,
GMF9BB,OTHER FAULT SPARE 28,,
GMF9B1,OTHER FAULT SPARE 18,,
GMF9A4,OTHER FAULT SPARE 5,,
GMF99A,FAULT SCREEN FAULT 5E3,,
GMF988,FAULT SCREEN FAULT 5C1,,
GMF964,FAULT SCREEN FAULT 4B5,,
GMF953,FAULT SCREEN FAULT 3D4,,
GMF94B,FAULT SCREEN FAULT 3C4,,
GMF948,FAULT SCREEN FAULT 3C1,,
GMF92F,FAULT SCREEN FAULT 2C8,,
GMF923,FAULT SCREEN FAULT 2B4,,
GMF91C,AGV 1B OPERATOR LIGHT CURTAIN STOP <LS5>,,
GMF916,DOOR SWITCH(LS)  FROM PRE PROCESS,,
GMF8EC,FAULT SPARE 77,,
GMF8E8,FAULT SPARE 73,,
GMF8D7,FAULT SPARE 56,,
GMF8C2,FAULT SPARE 35,,
GMF8BA,FAULT SPARE 27,,
GMF8B6,FAULT SPARE 23,,
GMF893,R/B FAULT SPARE 20,,
GMF88D,R/B FAULT SPARE 14,,
GMF87E,R/B-31 FAULT,,
GMF85E,COMMUNICATION ALARM SPARE 63,,
GMF83E,P3-L7 COMMUNICATION ALARM,,
GMF836,P2-L7 COMMUNICATION ALARM,,
GMF82C,COMMUNICATION ALARM SPARE 13,,
GMF808,POWER SUPPLY FAULT PL 1,,
GMFEC0,SHORT ALARM 17,,
GMFEBC,SHORT ALARM 13,,
GMFE96,R/B STEP UP CONPLETE SPARE,,
GMFE8A,R/B-27 STEP UP CONPLETE,,
GMFE75,R/B-6 STEP UP CONPLETE,,
GMFE6F,ALARM PL SPARE,,
GMFE5B,ALARM DISPLAY PL44,,
GMFE4B,POWOR ALARM PL SPARE,,
GMFE45,ALARM DISPLAY PL16,,
GMFE32,R/B ALARM SPARE,,
GMFE18,R/B-25 ALARM,,
GMFE0C,R/B-13 ALARM,,
GMFE00,R/B-1 ALARM,,
GMFC10,AGV17 WIRELESS COMMUNICATION FAULT,,
GMFC0C,AGV13 WIRELESS COMMUNICATION FAULT,,
GM7FE2,PROCESS I/L-3 AGV DOCKING FAULT,,
GM7FD8,STOP POS.25 SCREEN DISPLAY USE,,
GM7FA5,MAUNAL SELECT CONDITION38,,
GM7F8D,MAUNAL SELECT CONDITION14,,
GM7F87,MAUNAL SELECT CONDITION8,,
GM7F7A,STOP POS.30 AGV PRESENCE MEMORY SET DISPLAY,,
GM7F62,STOP POS.18 AGV PRESENCE MEMORY SET DISPLAY,,
GM7F59,STATION 13 MOVEMENT MEMORY SET DISPLAY,,
GM7F18,STOP POS.13 AGV PRESENCE MEMORY RESET DISPLAY,,
GM7F0F,STATION 8 MOVEMENT MEMORY RESET DISPLAY,,
GM7EFC,CHG5 CHARGE CONTACT FAULT,,
GM7EF6,CHG7 CHARGE CYCLE FAULT,,
GM7E0F,NO.16 AGV SCREEN DISPLAY USE,,
GM7E05,NO.6 AGV SCREEN DISPLAY USE,,
GM7BF1,STOP POS.31 CHARGE PREPARATIONFS INSTRUCTION,,
GM7BCA,STOP POS.26 CHARGER COMPLETION,,
GM7BC0,STOP POS.25 CHARGE ARRIVAL,,
GM7B81,STOP POS.17 CHARGE PREPARATIONFS INSTRUCTION,,
GM7B6B,STOP POS.14 CHARGER UNIT HOME POSITION,,
GM7B50,STOP POS.11 CHARGE ARRIVAL,,
GM7B4A,STOP POS.10 CHARGER COMPLETION,,
GM7B40,STOP POS.9 CHARGE ARRIVAL,,
GM7B22,STOP POS.5 CHARGER COMPLETION,,
GM7B11,STOP POS.3 CHARGE PREPARATIONFS INSTRUCTION,,
GM7A3F,CHG8 CHARGER SETTING EXISTENCE,,
GM7A33,CHG7 AGV AUTORUNNING,,
GM7A01,CHG1 AGV START CONDITION,,
GM79E7,STOP POS.29 CHARGER SETTING EXISTENCE,,
GM79DE,USE PROHIBITION,,
GM79CA,STOP POS.26 CHARGER CONTACT ON COMP.,,
GM79BC,STOP POS.24 START OKOK,,
GM79B4,STOP POS.23 START OKOK,,
GM79AA,STOP POS.22 CHARGER CONTACT ON COMP.,,
GM799D,USE PROHIBITION,,
GM7991,STOP POS.19 AGV START CONDITION,,
GM7983,STOP POS.17 AGV AUTORUNNING,,
GM7978,STOP POS.16 AGV PRESENCE,,
GM7966,USE PROHIBITION,,
GM795E,USE PROHIBITION,,
GM7956,USE PROHIBITION,,
GM792F,STOP POS.6 CHARGER SETTING EXISTENCE,,
